TeamID,Nombre del Equipo,Rango,uId,Nombre del Jugador,Salud,Número de Bajas,Daño,Máxima Distancia de Baja,Asistencias,Noqueos,Número de Headshots,Daño Recibido,Curación,Tiempo de Supervivencia,Tiempo Fuera del Círculo Azul,Daño Total por Veneno,Bajas en Vehículo,Bajas con Granada,Distancia Conducida,Distancia Recorrida,Rescates,Granadas de Humo Usadas,Granadas Fragmentación Usadas,Granadas Incendiarias Usadas,Granadas Cegadoras Usadas,Suministros Obtenidos,Daño Total por Equipo,HeadHits,BodyHits,HandHits,FootHits,LimbsHits,WeaponIDs,WeaponNames,WeaponDamage,WeaponKills,ShotsByWeapon,HitsByWeapon,TotalShots,TotalHits,Accuracy(%),Primera Eliminación,GameID,GameStartTime,FightingStartTime,FinishedStartTime,ExportedAt
9,VRZ ESPORTS,15,5625109791,VE丶Sleepyyy,0,0,24,0,0,0,0,142,49,15m 43s,0m 43s,23,0,0,9419,756,0,0,0,0,0,0,238,0,1,0,0,0,101007102002,"QBZ,UMP45",QBZ:22.3 / UMP45:0.0,QBZ:0 / UMP45:0,QBZ:78 / UMP45:0,QBZ:1 / UMP45:0,78,1,1.28,,,,,,
9,VRZ ESPORTS,15,5129489855,VE丶Estelar,0,0,141,0,1,0,0,163,15,13m 31s,0m 40s,43,0,0,7632,985,0,0,0,0,0,0,238,0,0,0,0,0,1.04004101004101E+029,"DBS,M416,AKM,M249,S1897",DBS:0.0 / M416:0.0 / AKM:0.0 / M249:0.0 / S1897:0.0,DBS:0 / M416:0 / AKM:0 / M249:0 / S1897:0,DBS:0 / M416:2 / AKM:0 / M249:0 / S1897:0,DBS:0 / M416:0 / AKM:0 / M249:0 / S1897:0,2,0,0,,,,,,
9,VRZ ESPORTS,15,5195900629,VE丶SnowBoy,0,1,56,392,0,1,0,168,0,13m 14s,0m 0s,0,0,0,6343,773,0,0,0,0,0,0,238,1,0,0,0,0,1.01004102004101E+017,"M416,Thompson SMG,SCAR-L",M416:50.8 / Thompson SMG:0.0 / SCAR-L:0.0,M416:0 / Thompson SMG:0 / SCAR-L:0,M416:41 / Thompson SMG:0 / SCAR-L:0,M416:1 / Thompson SMG:0 / SCAR-L:0,41,1,2.44,,,,,,
14,NEKRO ESPORTS,16,5187182771,nekLucky,0,0,277,0,3,1,0,447,270,14m 51s,1m 45s,113,0,0,5540,1478,0,4,5,0,0,0,1566,0,0,0,0,0,101004104003,"M416,S12K",M416:0.0 / S12K:0.0,M416:0 / S12K:0,M416:0 / S12K:0,M416:0 / S12K:0,0,0,0,,,,,,
14,NEKRO ESPORTS,16,5820337587,nekLuckyy,0,4,495,102,1,4,0,206,163,15m 22s,0m 50s,84,0,0,3708,1464,0,0,0,0,0,0,1566,0,0,0,0,0,101007104004,"QBZ,DBS",QBZ:0.0 / DBS:0.0,QBZ:0 / DBS:0,QBZ:9 / DBS:0,QBZ:0 / DBS:0,9,0,0,,,,,,
14,NEKRO ESPORTS,16,5633799338,nekGodzinNS,0,1,355,79,0,3,0,393,191,14m 15s,2m 40s,189,0,0,8318,1125,0,1,3,0,0,0,1566,0,4,0,0,1,1.01004104003106E+017,"M416,S12K,P1911",M416:105.5 / S12K:0.0 / P1911:0.0,M416:0 / S12K:0 / P1911:0,M416:26 / S12K:0 / P1911:0,M416:5 / S12K:0 / P1911:0,26,5,19.23,,,,,,
14,NEKRO ESPORTS,16,51275327996,nekANDR4DZ,0,3,439,68,0,3,0,350,161,12m 58s,1m 40s,94,0,0,2785,1422,1,0,5,1,1,0,1566,0,0,0,0,0,1.01004104003104E+017,"M416,S12K,S1897",M416:0.0 / S12K:0.0 / S1897:0.0,M416:0 / S12K:0 / S1897:0,M416:0 / S12K:0 / S1897:0,M416:0 / S12K:0 / S1897:0,0,0,0,,,,,,
13,SWEET MADNESS,17,5389929087,sMvGinseng,0,0,117,0,0,1,0,309,156,15m 0s,1m 4s,93,0,0,5731,1007,0,0,2,0,0,0,923,0,0,1,1,3,101003102002,"SCAR-L,UMP45",SCAR-L:78.5 / UMP45:0.0,SCAR-L:0 / UMP45:0,SCAR-L:31 / UMP45:0,SCAR-L:5 / UMP45:0,31,5,16.13,,,,,,
13,SWEET MADNESS,17,5112132059,sMvZeus,0,3,426,226,0,3,1,280,149,13m 31s,2m 47s,69,0,0,3059,956,0,0,0,0,0,0,923,0,0,0,0,0,101004104004,"M416,DBS",M416:0.0 / DBS:0.0,M416:0 / DBS:0,M416:11 / DBS:0,M416:0 / DBS:0,11,0,0,,,,,,
13,SWEET MADNESS,17,5372281411,sMvAngelu,0,0,101,0,2,0,0,363,21,13m 50s,2m 7s,30,0,0,5356,1119,0,0,0,0,0,0,923,1,9,1,0,1,101001101003,"AKM,SCAR-L",AKM:162.0 / SCAR-L:183.5,AKM:1 / SCAR-L:1,AKM:47 / SCAR-L:32,AKM:6 / SCAR-L:6,79,12,15.19,,,,,,
13,SWEET MADNESS,17,5197890636,sMvLokiDeus7k,0,1,279,138,0,1,1,320,68,12m 53s,1m 27s,122,0,0,2756,1166,0,4,0,0,0,0,923,0,6,0,0,3,101004102002,"M416,UMP45",M416:161.8 / UMP45:19.2,M416:1 / UMP45:0,M416:60 / UMP45:54,M416:8 / UMP45:1,114,9,7.89,,,,,,
6,TOP ESPORTS,18,560769498,zkeūMiauuu57,0,2,465,211,0,3,1,215,116,9m 35s,0m 0s,0,0,0,2653,591,0,2,1,0,0,0,563,0,4,0,0,0,1.01004101007104E+029,"M416,QBZ,S12K,UZI,DBS",M416:20.7 / QBZ:0.0 / S12K:36.1 / UZI:0.0 / DBS:0.0,M416:0 / QBZ:0 / S12K:0 / UZI:0 / DBS:0,M416:138 / QBZ:0 / S12K:13 / UZI:0 / DBS:0,M416:1 / QBZ:0 / S12K:3 / UZI:0 / DBS:0,151,4,2.65,,,,,,
6,TOP ESPORTS,18,512936539,zkeBEAN,0,0,0,0,0,0,0,385,0,7m 24s,0m 0s,0,0,0,2105,718,0,0,0,0,0,0,563,0,6,0,1,0,101006102005,"AUG A3,PP19",AUG A3:93.0 / PP19:30.3,AUG A3:0 / PP19:0,AUG A3:240 / PP19:71,AUG A3:5 / PP19:2,311,7,2.25,,,,,,
6,TOP ESPORTS,18,5980701975,zkeLcJsi,0,0,0,0,0,0,0,178,0,9m 20s,0m 0s,0,0,0,2765,713,0,1,0,0,0,0,563,0,4,0,0,2,101002,M16A4,M16A4:200.8,M16A4:1,M16A4:18,M16A4:6,18,6,33.33,,,,,,
6,TOP ESPORTS,18,5294974509,zkeBolillo,0,0,98,0,1,0,0,199,2,8m 41s,0m 0s,0,0,0,3903,705,0,0,0,0,0,0,563,1,4,0,1,3,1.01004101002104E+023,"M416,M16A4,S1897,Dual MP7",M416:191.6 / M16A4:0.0 / S1897:0.0 / Dual MP7:0.0,M416:0 / M16A4:0 / S1897:0 / Dual MP7:0,M416:231 / M16A4:19 / S1897:0 / Dual MP7:2,M416:9 / M16A4:0 / S1897:0 / Dual MP7:0,252,9,3.57,,,,,,
7,RESILIENCE ESPORTS,19,5552489648,rtpMalcriado,0,0,0,0,0,0,0,0,0,9m 34s,2m 43s,100,0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,1,1.01003101006104E+023,"SCAR-L,AUG A3,S12K,DBS",SCAR-L:0.0 / AUG A3:210.6 / S12K:107.2 / DBS:0.0,SCAR-L:0 / AUG A3:3 / S12K:1 / DBS:0,SCAR-L:21 / AUG A3:177 / S12K:11 / DBS:0,SCAR-L:0 / AUG A3:7 / S12K:11 / DBS:0,209,18,8.61,,,,,,
7,RESILIENCE ESPORTS,19,5283944448,rtpVityn99K,0,0,0,0,0,0,0,100,0,1m 28s,0m 0s,0,0,0,0,44,0,0,0,0,0,0,0,1,4,0,0,0,1.01004102002102E+017,"M416,UMP45,Thompson SMG",M416:0.0 / UMP45:51.6 / Thompson SMG:137.0,M416:0 / UMP45:0 / Thompson SMG:1,M416:20 / UMP45:18 / Thompson SMG:45,M416:0 / UMP45:2 / Thompson SMG:3,83,5,6.02,,,,,,
22,SILENTS ESPORTS,20,5102223352,SILEmperador,0,2,297,22,0,2,0,100,0,6m 52s,0m 0s,0,0,0,3808,234,0,0,0,0,0,0,621,0,0,0,0,0,102002,UMP45,UMP45:0.0,UMP45:0,UMP45:28,UMP45:0,28,0,0,,,,,,
22,SILENTS ESPORTS,20,5824963214,SILFaceless,0,0,151,0,0,0,0,127,28,6m 52s,0m 0s,0,0,0,2089,453,0,0,0,0,0,0,621,0,5,0,0,2,1.01001103008106E+017,"AKM,Win94,P1911",AKM:231.8 / Win94:0.0 / P1911:0.0,AKM:0 / Win94:0 / P1911:0,AKM:35 / Win94:0 / P1911:0,AKM:7 / Win94:0 / P1911:0,35,7,20,,,,,,
22,SILENTS ESPORTS,20,510351797,SILū,0,0,173,0,0,0,0,387,0,5m 39s,0m 0s,0,0,0,1029,341,0,0,3,0,0,0,621,0,2,0,1,1,102002,UMP45,UMP45:108.7,UMP45:0,UMP45:46,UMP45:4,46,4,8.7,,,,,,
22,SILENTS ESPORTS,20,515263488,SILNicroxxx,0,0,0,0,0,0,0,261,0,6m 0s,0m 0s,0,0,0,2074,338,0,0,0,0,0,0,621,0,2,0,0,1,102004,Thompson SMG,Thompson SMG:78.2,Thompson SMG:0,Thompson SMG:14,Thompson SMG:3,14,3,21.43,,,,,,
