TeamID,Nombre del Equipo,Rango,uId,Nombre del Jugador,Salud,Número de Bajas,Daño,Máxima Distancia de Baja,Asistencias,Noqueos,Número de Headshots,Daño Recibido,Curación,Tiempo de Supervivencia,Tiempo Fuera del Círculo Azul,Daño Total por Veneno,Bajas en Vehículo,Bajas con Granada,Distancia Conducida,Distancia Recorrida,Rescates,Granadas de Humo Usadas,Granadas Fragmentación Usadas,Granadas Incendiarias Usadas,Eliminaciones Molotov,Granadas Cegadoras Usadas,Suministros Obtenidos,Daño Total por Equipo,HeadHits,BodyHits,HandHits,FootHits,LimbsHits,WeaponIDs,WeaponNames,WeaponDamage,WeaponKills,ShotsByWeapon,HitsByWeapon,TotalShots,TotalHits,Accuracy(%),Primera Eliminación,GameID,GameStartTime,FightingStartTime,FinishedStartTime,ExportedAt
10,XR ESPORTS,15,5757644455,XRNEEEEEEXXXXT,0,0,0,0,0,0,0,116,0,4m 3s,0m 0s,0,0,0,0,313,0,0,0,0,0,0,0,483,0,0,0,0,0,"101001,102004","AKM,Thompson SMG",AKM:0.0 / Thompson SMG:0.0,AKM:0 / Thompson SMG:0,AKM:0 / Thompson SMG:0,AKM:0 / Thompson SMG:0,0,0,0.00,,,,,,
10,XR ESPORTS,15,5744586667,XRSleepyyyRB,0,0,138,0,0,1,0,100,0,2m 59s,0m 0s,0,0,0,0,168,0,0,0,0,0,0,0,483,0,4,0,1,1,"102002,101003","UMP45,SCAR-L",UMP45:129.7 / SCAR-L:11.3,UMP45:0 / SCAR-L:0,UMP45:30 / SCAR-L:9,UMP45:5 / SCAR-L:1,39,6,15.38,,,,,,
17,FEAR NOBODY,16,5365626346,¹FNūVITTO,0,2,262,131,0,2,0,87,31,11m 13s,0m 0s,0,0,0,492,1460,0,1,0,0,0,0,0,579,0,10,3,0,1,"101007,102002,103008","QBZ,UMP45,Win94",QBZ:310.0 / UMP45:0.0 / Win94:0.0,QBZ:2 / UMP45:0 / Win94:0,QBZ:142 / UMP45:0 / Win94:2,QBZ:14 / UMP45:0 / Win94:0,144,14,9.72,,,,,,
17,FEAR NOBODY,16,51461744142,D4ـroger,0,1,317,21,1,3,0,132,67,11m 13s,0m 0s,0,0,0,569,1721,0,1,1,0,0,0,0,579,2,7,0,0,3,"101006,102002","AUG A3,UMP45",AUG A3:288.0 / UMP45:25.4,AUG A3:1 / UMP45:0,AUG A3:192 / UMP45:20,AUG A3:11 / UMP45:1,212,12,5.66,,,,,,
17,FEAR NOBODY,16,5725423485,¹FNūPURP,0,0,0,0,0,0,0,195,0,5m 10s,0m 0s,0,0,0,361,777,0,0,0,0,0,0,0,579,0,0,0,0,0,101001,AKM,AKM:0.0,AKM:0,AKM:1,AKM:0,1,0,0.00,,,,,,
17,FEAR NOBODY,16,5576198882,¹FNūMaxツ,0,0,0,0,0,0,0,197,0,3m 28s,0m 0s,0,0,0,0,170,0,0,0,0,0,0,0,579,0,0,0,0,0,107008,Tactical Crossbow Explisivo,Tactical Crossbow Explisivo:0.0,Tactical Crossbow Explisivo:0,Tactical Crossbow Explisivo:11,Tactical Crossbow Explisivo:0,11,0,0.00,,,,,,
22,LOS BIMBADORES,17,5541775304,C2sReinadTemu,0,0,46,0,0,0,0,101,2,9m 55s,0m 0s,0,0,0,0,714,0,0,1,0,0,0,0,46,0,2,0,0,0,"101007,104003","QBZ,S12K",QBZ:46.0 / S12K:0.0,QBZ:0 / S12K:0,QBZ:80 / S12K:0,QBZ:2 / S12K:0,80,2,2.50,,,,,,
22,LOS BIMBADORES,17,51483162245,sMGINA,0,0,0,0,0,0,0,99,0,9m 55s,0m 0s,0,0,0,0,1238,0,0,0,0,0,0,0,46,0,0,0,0,0,"103008,102002","Win94,UMP45",Win94:0.0 / UMP45:0.0,Win94:0 / UMP45:0,Win94:0 / UMP45:0,Win94:0 / UMP45:0,0,0,0.00,,,,,,
22,LOS BIMBADORES,17,5477242377,C2sūREYDTEMU,0,0,0,0,0,0,0,197,0,6m 29s,0m 0s,0,0,0,30,836,0,0,0,0,0,0,0,46,0,0,0,0,0,"103008,102002","Win94,UMP45",Win94:0.0 / UMP45:0.0,Win94:0 / UMP45:0,Win94:0 / UMP45:0,Win94:0 / UMP45:0,0,0,0.00,,,,,,
5,BULL NATION,18,5116716800,BULLnŪSJŪGod,0,3,164,147,0,2,1,75,34,9m 51s,1m 46s,59,0,0,2961,1212,0,0,0,0,0,0,0,267,1,7,0,1,0,"101101,104004","ASM Abakan,DBS",ASM Abakan:183.7 / DBS:0.0,ASM Abakan:3 / DBS:0,ASM Abakan:61 / DBS:0,ASM Abakan:9 / DBS:0,61,9,14.75,,,,,,
5,BULL NATION,18,51330994738,BULLnOnec,0,0,0,0,0,0,0,88,78,9m 51s,2m 5s,89,0,0,5032,835,0,0,1,0,0,0,0,267,0,0,0,0,0,"105001,101101,102002,103008","M249,ASM Abakan,UMP45,Win94",M249:0.0 / ASM Abakan:0.0 / UMP45:0.0 / Win94:0.0,M249:0 / ASM Abakan:0 / UMP45:0 / Win94:0,M249:12 / ASM Abakan:0 / UMP45:0 / Win94:0,M249:0 / ASM Abakan:0 / UMP45:0 / Win94:0,12,0,0.00,,,,,,
5,BULL NATION,18,5261656669,BULLnZUXXY69k,0,1,103,7,2,1,1,128,72,9m 23s,3m 10s,119,0,0,3888,1169,0,0,0,0,0,0,0,267,1,4,0,0,1,"101006,104004,103004","AUG A3,DBS,SKS",AUG A3:163.3 / DBS:0.0 / SKS:0.0,AUG A3:1 / DBS:0 / SKS:0,AUG A3:57 / DBS:0 / SKS:0,AUG A3:6 / DBS:0 / SKS:0,57,6,10.53,,,,,,
5,BULL NATION,18,5134861123,BULLnExtasys,0,0,0,0,0,0,0,176,14,7m 32s,1m 13s,35,0,0,3877,408,0,0,0,0,0,0,0,267,0,0,0,0,0,"102002,101002","UMP45,M16A4",UMP45:0.0 / M16A4:0.0,UMP45:0 / M16A4:0,UMP45:1 / M16A4:0,UMP45:0 / M16A4:0,1,0,0.00,,,,,,
20,LEGION ZEN,19,526266818,zenKolda,0,1,398,36,1,3,0,138,109,9m 18s,1m 52s,80,0,0,680,678,0,3,0,1,0,0,0,597,4,9,1,0,0,"101004,103001","M416,Kar98K",M416:483.9 / Kar98K:0.0,M416:1 / Kar98K:0,M416:114 / Kar98K:1,M416:14 / Kar98K:0,115,14,12.17,,,,,,
20,LEGION ZEN,19,5153464473,zenLiɴkiɳ,0,1,199,117,0,1,1,61,0,8m 25s,0m 59s,40,0,0,268,854,1,1,0,0,0,0,0,597,3,3,0,0,0,"101007,101001","QBZ,AKM",QBZ:226.8 / AKM:0.0,QBZ:1 / AKM:0,QBZ:43 / AKM:0,QBZ:6 / AKM:0,43,6,13.95,,,,,,
12,NOVA VOLT,20,567449969,GHYOiCHIINN,0,1,50,0,0,1,1,80,10,8m 56s,1m 33s,56,0,0,500,1177,0,0,0,0,0,0,0,574,1,1,0,0,0,"103006,102002,102003","Mini14,UMP45,Vector",Mini14:66.3 / UMP45:29.2 / Vector:0.0,Mini14:0 / UMP45:0 / Vector:0,Mini14:50 / UMP45:25 / Vector:0,Mini14:1 / UMP45:1 / Vector:0,75,2,2.67,,,,,,
12,NOVA VOLT,20,5110438764,stwMENCHO,0,0,14,0,0,0,0,57,23,8m 56s,1m 34s,66,0,0,2011,925,1,2,1,0,0,0,0,574,0,1,0,0,0,"103006,104004","Mini14,DBS",Mini14:0.0 / DBS:13.9,Mini14:0 / DBS:0,Mini14:33 / DBS:4,Mini14:0 / DBS:1,37,1,2.70,,,,,,
12,NOVA VOLT,20,5271407503,٭V2AKATSKI,0,0,156,0,1,0,0,162,30,8m 53s,1m 32s,63,0,0,1785,1194,0,0,0,0,0,0,0,574,0,4,0,0,0,"103001,102002,104003","Kar98K,UMP45,S12K",Kar98K:111.2 / UMP45:47.2 / S12K:0.0,Kar98K:0 / UMP45:0 / S12K:0,Kar98K:4 / UMP45:13 / S12K:0,Kar98K:2 / UMP45:2 / S12K:0,17,4,23.53,,,,,,
12,NOVA VOLT,20,5135565443,arsJUNIOOR,0,3,354,212,0,3,1,131,85,8m 50s,1m 28s,62,0,0,748,1221,0,0,0,0,0,0,0,574,3,4,0,2,4,"105002,103006","DP-28,Mini14",DP-28:445.2 / Mini14:0.0,DP-28:2 / Mini14:0,DP-28:116 / Mini14:0,DP-28:13 / Mini14:0,116,13,11.21,,,,,,
11,ALPHA CENTAURI,21,5430458497,ACTSENAB¡,0,0,195,0,2,0,0,100,0,4m 22s,0m 0s,0,0,0,0,563,0,0,0,0,0,0,0,478,1,3,0,0,2,"102004,101102","Thompson SMG,ACE32",Thompson SMG:150.8 / ACE32:44.6,Thompson SMG:0 / ACE32:0,Thompson SMG:70 / ACE32:38,Thompson SMG:4 / ACE32:2,108,6,5.56,,,,,,
11,ALPHA CENTAURI,21,52013669623,R5CRUZ,0,2,283,60,0,2,2,144,48,4m 22s,0m 0s,0,0,0,0,446,0,0,0,0,0,0,0,478,7,5,1,2,0,"102002,104002","UMP45,S1897",UMP45:293.7 / S1897:115.7,UMP45:2 / S1897:0,UMP45:73 / S1897:5,UMP45:10 / S1897:5,78,15,19.23,,,,,,
11,ALPHA CENTAURI,21,61403301387,ACTFedeGoat,0,0,0,0,0,0,0,194,0,3m 3s,0m 0s,0,0,0,0,386,0,0,0,0,0,0,0,478,0,0,0,0,0,102002,UMP45,UMP45:0.0,UMP45:0,UMP45:30,UMP45:0,30,0,0.00,,,,,,
11,ALPHA CENTAURI,21,546264835,HSweets,0,0,0,0,0,0,0,196,0,2m 53s,0m 0s,0,0,0,0,132,0,0,0,0,0,0,0,478,0,0,0,0,0,101008,M762,M762:0.0,M762:0,M762:11,M762:0,11,0,0.00,,,,,,
